age,agedef,c_birth,unit,sex,geo\time	2016 	2015 	2014 	2013 
TOTAL,COMPLET,EU28_FOR,NR,F,MT	3602 	3111 	2432 	1676 
TOTAL,COMPLET,EU28_FOR,NR,F,NL	29283 	27527 	27264 	24690 
TOTAL,COMPLET,EU28_FOR,NR,F,NO	8815 	10977 	14051 	13856 
TOTAL,COMPLET,EU28_FOR,NR,F,PL	10918 ep	11436 p	14143 p	14912 
TOTAL,COMPLET,EU28_FOR,NR,F,PT	4144 e	3909 	3182 	1051 
TOTAL,COMPLET,EU28_FOR,NR,F,RO	3959 	4914 	2575 	2962 
TOTAL,COMPLET,EU28_FOR,NR,F,SE	13122 	12987 	12558 	12042 
TOTAL,COMPLET,EU28_FOR,NR,F,SI	1126 	954 	1130 	1032 
TOTAL,COMPLET,EU28_FOR,NR,F,SK	2083 p	1883 p	1424 p	1337 p
TOTAL,COMPLET,EU28_FOR,NR,F,UK	100682 	118475 	118574 	90320 
TOTAL,COMPLET,EU28_FOR,NR,M,AT	31857 	34106 	33131 	29282 
TOTAL,COMPLET,EU28_FOR,NR,M,BE	27933 	28940 	29912 	29683 
TOTAL,COMPLET,EU28_FOR,NR,M,BG	1222 	1197 p	1085 p	1212 p
TOTAL,COMPLET,EU28_FOR,NR,M,CH	43313 	45369 	47813 	49324 
TOTAL,COMPLET,EU28_FOR,NR,M,CY	4069 	2980 	1564 	3671 
TOTAL,COMPLET,EU28_FOR,NR,M,CZ	14255 	7078 	7467 	7335 
TOTAL,COMPLET,EU28_FOR,NR,M,DE	225559 be	259331 	239756 	206555 
TOTAL,COMPLET,EU28_FOR,NR,M,DK	14282 	14063 	13426 	11975 
TOTAL,COMPLET,EU28_FOR,NR,M,EE	2135 	1968 b	250 	224 
TOTAL,COMPLET,EU28_FOR,NR,M,EL	9042 b	8825 	8733 	7749 
TOTAL,COMPLET,EU28_FOR,NR,M,ES	55282 	50937 	48399 	43237 
TOTAL,COMPLET,EU28_FOR,NR,M,FI	4264 	4238 	4892 	5183 
TOTAL,COMPLET,EU28_FOR,NR,M,FR	42288 	43701 	42579 	47160 
TOTAL,COMPLET,EU28_FOR,NR,M,HR	1356 	1377 	1328.0 	1077.0 
TOTAL,COMPLET,EU28_FOR,NR,M,HU	8206 	8807 	9316 	7826 
TOTAL,COMPLET,EU28_FOR,NR,M,IE	14318 	14050 	12051 	10899 
TOTAL,COMPLET,EU28_FOR,NR,M,IS	3284 	1912 	1748 	1603 
TOTAL,COMPLET,EU28_FOR,NR,M,IT	21256 	21256 	23082 	28129 
TOTAL,COMPLET,EU28_FOR,NR,M,LI	127 	151 	119 	165 
TOTAL,COMPLET,EU28_FOR,NR,M,LT	926 	1116 	1030 	965 
TOTAL,COMPLET,EU28_FOR,NR,M,LU	7642 	7843 	7865 	7358 
TOTAL,COMPLET,EU28_FOR,NR,M,LV	802 	889 	1019 	881 
TOTAL,COMPLET,EU28_FOR,NR,M,MT	4700 	4098 	3099 	2226 
TOTAL,COMPLET,EU28_FOR,NR,M,NL	31799 	29993 	29031 	25847 
TOTAL,COMPLET,EU28_FOR,NR,M,NO	11581 	14838 	19562 	20974 
TOTAL,COMPLET,EU28_FOR,NR,M,PL	20004 ep	23353 p	27814 p	30655 
TOTAL,COMPLET,EU28_FOR,NR,M,PT	3282 e	3496 	1848 	1472 
TOTAL,COMPLET,EU28_FOR,NR,M,RO	5899 	8674 	3294 	3498 
TOTAL,COMPLET,EU28_FOR,NR,M,SE	16461 	16028 	15024 	14134 
TOTAL,COMPLET,EU28_FOR,NR,M,SI	2083 	1732 	1850 	2088 
TOTAL,COMPLET,EU28_FOR,NR,M,SK	3067 p	2816 p	2133 p	2050 p
TOTAL,COMPLET,EU28_FOR,NR,M,UK	138148 	139955 	137550 	102280 
TOTAL,COMPLET,EU28_FOR,NR,T,AT	60592 	64878 	63403 	56485 
TOTAL,COMPLET,EU28_FOR,NR,T,BE	52093 	55299 	57501 	57518 
TOTAL,COMPLET,EU28_FOR,NR,T,BG	1891 	1915 p	1738 p	1801 p
TOTAL,COMPLET,EU28_FOR,NR,T,CH	78313 	82018 	86515 	89129 
TOTAL,COMPLET,EU28_FOR,NR,T,CY	6823 	5908 	3517 	6259 
TOTAL,COMPLET,EU28_FOR,NR,T,CZ	23468 	11622 	12111 	11870 
TOTAL,COMPLET,EU28_FOR,NR,T,DE	383155 be	440940 	403052 	345692 
TOTAL,COMPLET,EU28_FOR,NR,T,DK	24612 	24093 	23295 	21158 
TOTAL,COMPLET,EU28_FOR,NR,T,EE	3566 	3337 b	403 	385 
TOTAL,COMPLET,EU28_FOR,NR,T,EL	19327 b	19111 	18617 	17118 
TOTAL,COMPLET,EU28_FOR,NR,T,ES	105131 	97794 	93527 	85040 
TOTAL,COMPLET,EU28_FOR,NR,T,FI	6995 	7301 	9014 	9761 
TOTAL,COMPLET,EU28_FOR,NR,T,FR	83820 	86398 	87289 	94599 
TOTAL,COMPLET,EU28_FOR,NR,T,HR	2402 	2318 	2395.0 	1966.0 
TOTAL,COMPLET,EU28_FOR,NR,T,HU	14566 	15286 	16182 	13574 
TOTAL,COMPLET,EU28_FOR,NR,T,IE	28391 	28659 	26221 	23396 
TOTAL,COMPLET,EU28_FOR,NR,T,IS	5137 	3169 	2986 	2962 
TOTAL,COMPLET,EU28_FOR,NR,T,IT	55285 	56852 	62646 	75710 
TOTAL,COMPLET,EU28_FOR,NR,T,LI	230 	281 	244 	323 
TOTAL,COMPLET,EU28_FOR,NR,T,LT	1557 	1907 	1818 	1728 
TOTAL,COMPLET,EU28_FOR,NR,T,LU	13978 	14256 	14466 	13479 
TOTAL,COMPLET,EU28_FOR,NR,T,LV	1356 	1473 	1695 	1517 
TOTAL,COMPLET,EU28_FOR,NR,T,MT	8302 	7209 	5531 	3902 
TOTAL,COMPLET,EU28_FOR,NR,T,NL	61082 	57520 	56295 	50537 
TOTAL,COMPLET,EU28_FOR,NR,T,NO	20396 	25815 	33613 	34830 
TOTAL,COMPLET,EU28_FOR,NR,T,PL	30922 ep	34789 p	41957 p	45567 
TOTAL,COMPLET,EU28_FOR,NR,T,PT	7426 e	7405 	5030 	2523 
TOTAL,COMPLET,EU28_FOR,NR,T,RO	9858 	13588 	5869 	6460 
TOTAL,COMPLET,EU28_FOR,NR,T,SE	29583 	29015 	27582 	26176 
TOTAL,COMPLET,EU28_FOR,NR,T,SI	3209 	2686 	2980 	3120 
TOTAL,COMPLET,EU28_FOR,NR,T,SK	5150 p	4699 p	3557 p	3387 p
TOTAL,COMPLET,EU28_FOR,NR,T,UK	238830 	258430 	256124 	192600 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,AT	20846 	29249 	14471 	12561 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,BE	25287 	29123 	22986 	22959 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,BG	4043 	4913 p	5975 p	4226 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,CH	24707 	24749 	24191 	24657 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,CY	4731 	4498 	3565 	3445 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,CZ	13139 	5169 	4510 	5099 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,DE	219791 be	316442 	148591 	109132 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,DK	15511 	15891 	12168 	10937 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,EE	1810 	1792 b	637 	864 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,EL	21066 b	3756 	2668 	6738 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,ES	142631 	109448 	94338 	87652 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,FI	8564 	6498 	7394 	6848 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,FR	96399 	93023 	85025 	81521 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,HR	2488 	2629 	2664.0 	3042.0 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,HU	8285 	10240 	9659 	5560 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,IE	13584 	11264 	9874 	8562 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,IS	656 	447 	374 	520 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,IT	77467 	74818 	81025 	100028 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,LI	63 	78 	54 	61 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,LT	1831 	1359 	1788 	1188 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,LU	3169 	3340 	2586 	2454 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,LV	1008 	1435 	1111 	920 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,MT	2428 	2782 	2362 	1758 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,NL	43593 	37184 	28998 	25790 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,NO	16363 	13793 	12959 	13652 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,PL	20049 ep	29331 p	30722 p	28704 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,PT	5398 e	5742 	4272 	2519 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,RO	14449 	10297 	15905 	10253 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,SE	47872 	37284 	34868 	32982 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,SI	3216 	3550 	2784 	2722 
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,SK	470 p	416 p	319 p	303 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,F,UK	146134 	149186 	151121 	134281 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,AT	25993 	49385 	19852 	14666 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,BE	26348 	41711 	24062 	23653 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,BG	3739 	5475 p	7014 p	4149 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,CH	20465 	20004 	19028 	19664 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,CY	2374 	1741 	505 	1695 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,CZ	15873 	6060 	5239 	5446 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,DE	280701 be	606083 	212701 	137997 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,DK	15068 	17818 	13219 	10135 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,EE	2631 	2565 b	901 	1009 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,EL	43242 b	9052 	6222 	10077 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,ES	128753 	100590 	88061 	83153 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,FI	11298 	6850 	6956 	7116 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,FR	88387 	81586 	71025 	67081 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,HR	4256 	3154 	3114.0 	3301.0 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,HU	10071 	12866 	11872 	6181 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,IE	12917 	11007 	10210 	9334 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,IS	651 	434 	334 	452 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,IT	123488 	108639 	96031 	104403 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,LI	53 	48 	69 	47 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,LT	5016 	2355 	3085 	1961 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,LU	3334 	3800 	2654 	2663 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,LV	1862 	2293 	2266 	1382 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,MT	3082 	3725 	3776 	2839 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,NL	51018 	41268 	30743 	24869 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,NO	18125 	14308 	13423 	12481 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,PL	29039 ep	38361 p	34470 p	31398 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,PT	5101 e	3831 	2304 	2710 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,RO	19579 	14425 	20296 	14276 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,SE	62820 	46354 	42867 	35520 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,SI	5024 	4728 	3591 	3821 
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,SK	642 p	649 p	433 p	428 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,M,UK	128476 	136919 	145997 	119662 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,AT	46839 	78634 	34323 	27227 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,BE	51635 	70834 	47048 	46612 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,BG	7782 	10388 p	12989 p	8375 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,CH	45172 	44753 	43219 	44321 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,CY	7105 	6239 	4070 	5140 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,CZ	29012 	11229 	9749 	10545 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,DE	500492 be	922525 	361292 	247129 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,DK	30579 	33709 	25387 	21072 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,EE	4441 	4357 b	1538 	1873 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,EL	64308 b	12808 	8890 	16815 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,ES	271384 	210038 	182399 	170805 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,FI	19862 	13348 	14350 	13964 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,FR	184786 	174609 	156050 	148602 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,HR	6744 	5783 	5778.0 	6343.0 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,HU	18356 	23106 	21531 	11741 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,IE	26501 	22271 	20084 	17896 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,IS	1307 	881 	708 	972 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,IT	200955 	183457 	177056 	204431 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,LI	116 	126 	123 	108 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,LT	6847 	3714 	4873 	3149 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,LU	6503 	7140 	5240 	5117 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,LV	2870 	3728 	3377 	2302 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,MT	5510 	6507 	6138 	4597 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,NL	94611 	78452 	59741 	50659 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,NO	34488 	28101 	26382 	26133 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,PL	49088 ep	67692 p	65192 p	60102 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,PT	10499 e	9573 	6576 	5229 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,RO	34028 	24722 	36201 	24529 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,SE	110692 	83638 	77735 	68502 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,SI	8240 	8278 	6375 	6543 
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,SK	1112 p	1065 p	752 p	731 p
TOTAL,COMPLET,EXT_FOR_HDI,NR,T,UK	274610 	286105 	297118 	253943 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,AT	7531 	8659 	7340 	6552 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,BE	5809 	6091 	5992 	6342 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,BG	2979 	2809 p	3058 p	2902 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,CH	9662 	9766 	9687 	9821 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,CY	1733 	1859 	1212 	1025 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,CZ	6732 	3007 	3075 	3248 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,DE	60527 be	71661 	60265 	47932 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,DK	3112 	3018 	3216 	3153 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,EE	1449 	1499 b	538 	687 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,EL	2857 b	988 	941 	4573 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,ES	71212 	51387 	43053 	38547 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,FI	2689 	2258 	2727 	2782 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,FR	31591 	32854 	30172 	30822 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,HR	2159 	2305 	2342.0 	2775.0 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,HU	4769 	5759 	5092 	2481 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,IE	2914 	2367 	2216 	1806 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,IS	169 	127 	98 	125 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,IT	33864 	31857 	34073 	48522 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,LI	25 	34 	22 	35 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,LT	1464 	1224 	1638 	1039 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,LU	977 	993 	842 	989 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,LV	811 	1205 	962 	813 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,MT	995 	1311 	1281 	764 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,NL	9088 	8130 	7426 	7320 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,NO	2632 	2497 	2571 	2982 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,PL	14655 ep	23497 p	20201 p	18892 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,PT	2914 e	2446 	1730 	1262 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,RO	2556 	1329 	1370 	754 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,SE	6748 	6039 	6057 	5913 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,SI	2928 	3280 	2528 	2484 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,SK	236 p	261 p	175 p	136 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,F,UK	23151 	23884 	27183 	21657 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,AT	8249 	9659 	7309 	6746 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,BE	5486 	5812 	5310 	5660 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,BG	2491 	2220 p	2370 p	2237 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,CH	7691 	7622 	7528 	7793 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,CY	899 	662 	98 	712 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,CZ	8324 	3462 	3281 	3412 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,DE	71915 be	94774 	68447 	50635 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,DK	3100 	2891 	3279 	3401 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,EE	1939 	2001 b	755 	765 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,EL	2704 b	960 	947 	3823 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,ES	58887 	42866 	36111 	31775 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,FI	2658 	2004 	2266 	2521 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,FR	25397 	25482 	23844 	25068 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,HR	3889 	2768 	2774.0 	2990.0 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,HU	6045 	7811 	6388 	2900 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,IE	2872 	2326 	2128 	1952 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,IS	180 	119 	86 	114 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,IT	25306 	22850 	21114 	29509 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,LI	24 	27 	40 	30 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,LT	4143 	1971 	2630 	1623 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,LU	1003 	901 	787 	975 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,LV	1348 	1830 	1855 	1057 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,MT	1311 	2053 	2051 	948 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,NL	8506 	7219 	6511 	6170 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,NO	2123 	1969 	2172 	2337 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,PL	19586 ep	28417 p	18474 p	14909 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,PT	1893 e	1452 	537 	524 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,RO	3264 	2069 	2525 	1065 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,SE	7014 	6161 	5833 	5874 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,SI	4669 	4418 	3330 	3520 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,SK	330 p	399 p	230 p	171 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,M,UK	19886 	24349 	23214 	21826 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,AT	15780 	18318 	14649 	13298 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,BE	11295 	11903 	11302 	12002 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,BG	5470 	5029 p	5428 p	5139 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,CH	17353 	17388 	17215 	17614 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,CY	2632 	2521 	1310 	1737 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,CZ	15056 	6469 	6356 	6660 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,DE	132442 be	166435 	128712 	98567 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,DK	6212 	5909 	6495 	6554 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,EE	3388 	3500 b	1293 	1452 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,EL	5561 b	1948 	1888 	8396 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,ES	130099 	94253 	79164 	70322 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,FI	5347 	4262 	4993 	5303 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,FR	56988 	58336 	54016 	55890 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,HR	6048 	5073 	5116.0 	5765.0 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,HU	10814 	13570 	11480 	5381 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,IE	5786 	4693 	4344 	3758 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,IS	349 	246 	184 	239 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,IT	59170 	54707 	55187 	78031 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,LI	49 	61 	62 	65 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,LT	5607 	3195 	4268 	2662 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,LU	1980 	1894 	1629 	1964 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,LV	2159 	3035 	2817 	1870 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,MT	2306 	3364 	3332 	1712 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,NL	17594 	15349 	13937 	13490 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,NO	4755 	4466 	4743 	5319 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,PL	34241 ep	51914 p	38675 p	33801 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,PT	4807 e	3898 	2267 	1786 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,RO	5820 	3398 	3895 	1819 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,SE	13762 	12200 	11890 	11787 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,SI	7597 	7698 	5858 	6004 
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,SK	566 p	660 p	405 p	307 p
TOTAL,COMPLET,EXT_FOR_HDI_H,NR,T,UK	43037 	48233 	50397 	43483 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,AT	3905 	6005 	1680 	1887 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,BE	6363 	7443 	5719 	5788 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,BG	69 	50 p	87 p	42 p
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,CH	2312 	2216 	2176 	2251 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,CY	802 	799 	596 	451 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,CZ	214 	88 	59 	68 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,DE	32311 be	53134 	17678 	12117 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,DK	1973 	2325 	2009 	1802 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,EE	70 	47 b	2 	6 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,EL	3322 b	589 	699 	841 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,ES	6650 	5235 	4965 	5471 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,FI	1555 	1219 	1406 	1229 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,FR	25149 	21666 	19628 	16493 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,HR	25 	22 	21.0 	19.0 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,HU	329 	272 	221 	237 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,IE	3275 	2808 	2421 	2108 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,IS	28 	32 	28 	36 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,IT	12674 	11963 	12525 	12244 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,LI	6 	8 	2 	6 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,LT	33 	15 	20 	19 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,LU	495 	451 	319 	293 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,LV	15 	52 	7 	4 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,MT	170 	212 	138 	253 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,NL	5499 	4547 	3950 	4149 
TOTAL,COMPLET,EXT_FOR_HDI_L,NR,F,NO	3383 	3908 	3467 	4075 
